"Scenario","Replicate","Generations","Length_of_benchmarking_reference","Distance_from_HXB2","Average_pairwise_diversity_of_quasispecies","ENV_diversity","Assembly","contigs_..._0_bp.","contigs_..._1000_bp.","contigs_..._5000_bp.","contigs_..._10000_bp.","contigs_..._25000_bp.","contigs_..._50000_bp.","Total_length_..._0_bp.","Total_length_..._1000_bp.","Total_length_..._5000_bp.","Total_length_..._10000_bp.","Total_length_..._25000_bp.","Total_length_..._50000_bp.","contigs","Largest_contig","Total_length","Reference_length","GC_...","Reference_GC_...","N50","NG50","L50","LG50","total_reads","left","right","Mapped_...","Reference_mapped_...","Properly_paired_...","Reference_properly_paired_...","Avg_coverage_depth","Reference_avg_coverage_depth","Coverage_.._1x_...","Reference_coverage_.._1x_...","misassemblies","misassembled_contigs","Misassembled_contigs_length","local_misassemblies","scaffold_gap_ext_mis","scaffold_gap_loc_mis","unaligned_mis_contigs","unaligned_contigs","Unaligned_length","Genome_fraction_...","Duplication_ratio","N.s_per_100_kbp","mismatches_per_100_kbp","indels_per_100_kbp","Largest_alignment","Total_aligned_length","NA50","NGA50","LA50","LGA50","ID","total_reads.1","left.1","right.1","mapped","Mapped_....1","properly_paired","Properly_paired_....1","singletons","Singletons_...","misjoint_mates","Misjoint_mates_...","Avg_coverage_depth.1","Coverage_.._1x_....1","Coverage_.._5x_...","Coverage_.._10x_...","reference_mapped","Reference_mapped_....1","reference_properly_paired","Reference_properly_paired_....1","reference_singletons","Reference_singletons_...","reference_misjoint_mates","Reference_misjoint_mates_...","Reference_avg_coverage_depth.1","Reference_coverage_.._1x_....1","Reference_coverage_.._5x_...","Reference_coverage_.._10x_...","Assembly.1","misassemblies.1","contig_misassemblies","c_relocations","c_translocations","c_inversions","scaffold_misassemblies","s_relocations","s_translocations","s_inversions","misassembled_contigs.1","Misassembled_contigs_length.1","local_misassemblies.1","scaffold_gap_ext_mis.1","scaffold_gap_loc_mis.1","unaligned_mis_contigs.1","mismatches","indels","indels_..._5_bp.","indels_.._5_bp.","Indels_length","fully_unaligned_contigs","Fully_unaligned_length","partially_unaligned_contigs","Partially_unaligned_length","N.s","pos_correct","poserr_major","poserr_ltr","poserr_unmapped","poserr_extramapped","Accuracy","Precision","Sensitivity","Specificity","F1score","User_time","System_time","Elapsed_time","MRSS","File_outputs","CPU_percentage"
"V2.3456","SIM_Oref_lowcov_cont","replicate6",944,8751,2626,278.29677,17.75616,"vpipe_genome",1,1,1,0,0,0,8719,8719,8719,0,0,0,1,8719,8719,8751,"40.53",40.56,8719,"8719",1,"1",16909,9500,9500,106.18,105.92,101.95,101.77,512,511,100,100,"0","0","0","0","0","0","0","0 + 0 part",0,"100","0.999",0,"516.17","103.23","8718","8718","8718","8718","1","1","SIM_Oref_lowcov_cont_replicate6_vpipe_genome",16909,9500,9500,17954,106.18,17238,101.95,716,4.23,0,0,512,100,100,100,17922,105.92,17220,101.77,702,4.15,0,0,511,100,100,100,"vpipe_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","45","9","8","1","33",0,0,"0","0",0,17921,0,0,1046,33,0.998631,0.988428,1,0.99845,0.99418,339.32,119.73," 4;43.11",1183240,12716280," 162%"
"V2457","SIM_Oref_lowcov_cont","replicate7",97,8729,2594,39.653333,3.284444,"shiver_genome",1,1,1,0,0,0,8720,8720,8720,0,0,0,1,8720,8720,8729,"40.78",40.78,8720,"8720",1,"1",16557,9500,9500,108.5,108.5,103.91,103.91,513,513,100,100,"0","0","0","0","0","0","0","0 + 0 part",0,"100","1",0,"0","34.4","8720","8720","8720","8720","1","1","SIM_Oref_lowcov_cont_replicate7_shiver_genome",16557,9500,9500,17965,108.5,17204,103.91,761,4.6,0,0,513,100,100,100,17965,108.5,17204,103.91,761,4.6,0,0,513,100,100,100,"shiver_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","0","9",0,0,"0","0",0,17965,0,0,1035,0,1,1,1,1,1,1824.73,33.95," 30;41.00",1435244,5504264," 100%"
"V2.1457","SIM_Oref_lowcov_cont","replicate7",97,8729,2594,39.653333,3.284444,"smaltalign_genome",1,1,1,0,0,0,8720,8720,8720,0,0,0,1,8720,8720,8729,"40.78",40.78,8720,"8720",1,"1",16557,9500,9500,108.5,108.5,103.91,103.91,513,513,100,100,"0","0","0","0","0","0","0","0 + 0 part",0,"100","1",0,"0","34.4","8720","8720","8720","8720","1","1","SIM_Oref_lowcov_cont_replicate7_smaltalign_genome",16557,9500,9500,17965,108.5,17204,103.91,761,4.6,0,0,513,100,100,100,17965,108.5,17204,103.91,761,4.6,0,0,513,100,100,100,"smaltalign_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","0","9",0,0,"0","0",0,17965,0,0,1035,0,1,1,1,1,1,368.84,4.3," 1;46.24",1431924,402536," 351%"
"V2.2457","SIM_Oref_lowcov_cont","replicate7",97,8729,2594,39.653333,3.284444,"viralngs_genome",1,1,1,0,0,0,8720,8720,8720,0,0,0,1,8720,8720,8729,"40.78",40.78,8720,"8720",1,"1",16557,9500,9500,108.5,108.5,103.91,103.91,513,513,100,100,"0","0","0","0","0","0","0","0 + 0 part",0,"100","1",0,"0","34.4","8720","8720","8720","8720","1","1","SIM_Oref_lowcov_cont_replicate7_viralngs_genome",16557,9500,9500,17965,108.5,17204,103.91,761,4.6,0,0,513,100,100,100,17965,108.5,17204,103.91,761,4.6,0,0,513,100,100,100,"viralngs_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","0","9",0,0,"0","0",0,17965,0,0,1035,0,1,1,1,1,1,113.42,6.53," 0;50.94",784296,471696," 235%"
"V2.3457","SIM_Oref_lowcov_cont","replicate7",97,8729,2594,39.653333,3.284444,"vpipe_genome",1,1,1,0,0,0,8720,8720,8720,0,0,0,1,8720,8720,8729,"40.78",40.78,8720,"8720",1,"1",16557,9500,9500,108.5,108.5,103.91,103.91,513,513,100,100,"0","0","0","0","0","0","0","0 + 0 part",0,"100","1",0,"0","34.4","8720","8720","8720","8720","1","1","SIM_Oref_lowcov_cont_replicate7_vpipe_genome",16557,9500,9500,17965,108.5,17204,103.91,761,4.6,0,0,513,100,100,100,17965,108.5,17204,103.91,761,4.6,0,0,513,100,100,100,"vpipe_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","0","9",0,0,"0","0",0,17965,0,0,1035,0,1,1,1,1,1,337.81,117.5," 4;39.15",1181076,12716264," 163%"
"V2458","SIM_Oref_lowcov_cont","replicate8",988,8762,2615,303.94465,24.89394,"shiver_genome",1,1,1,0,0,0,8731,8731,8731,0,0,0,1,8731,8731,8762,"40.81",40.75,8731,"8731",1,"1",16807,9500,9500,106.42,106.51,101.68,101.82,509,510,100,100,"0","0","0","0","0","0","0","0 + 0 part",0,"99.989","1.002",0,"148.89","194.71","8731","8731","8731","8731","1","1","SIM_Oref_lowcov_cont_replicate8_shiver_genome",16807,9500,9500,17886,106.42,17090,101.68,796,4.74,0,0,509,100,100,100,17893,106.51,17104,101.82,789,4.7,0,0,510,100,100,100,"shiver_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13","17","11","6","72",0,0,"0","0",0,17885,0,0,1114,1,0.995332,0.977812,0.990698,0.99613,0.984213,4464.01,65.92," 1;12;33",1371088,19594776," 104%"
"V2.1458","SIM_Oref_lowcov_cont","replicate8",988,8762,2615,303.94465,24.89394,"smaltalign_genome",1,1,1,0,0,0,8720,8720,8720,0,0,0,1,8720,8720,8762,"40.71",40.75,8720,"8720",1,"1",16796,9500,9500,106.53,106.51,101.82,101.82,510,510,100,100,"0","0","0","0","0","0","0","0 + 0 part",0,"100","1",0,"80.28","114.68","8720","8720","8720","8720","1","1","SIM_Oref_lowcov_cont_replicate8_smaltalign_genome",16796,9500,9500,17892,106.53,17102,101.82,790,4.7,0,0,510,100,100,100,17893,106.51,17104,101.82,789,4.7,0,0,510,100,100,100,"smaltalign_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","10","6","4","42",0,0,"0","0",0,17892,0,0,1108,0,0.996699,0.979468,0.99845,0.996397,0.988868,403.55,4.41," 2;19.43",1432040,419000," 292%"
"V2.2458","SIM_Oref_lowcov_cont","replicate8",988,8762,2615,303.94465,24.89394,"viralngs_genome",1,1,1,0,0,0,8499,8499,8499,0,0,0,1,8499,8499,8762,"40.35",40.75,8499,"8499",1,"1",16845,9500,9500,60.64,106.51,38.74,101.82,288,510,68.4,100,"0","0","0","0","0","5","0","0 + 0 part",0,"70.005","1",32780.33,"1081.08","131.04","6105","6105","6105","6105","1","1","SIM_Oref_lowcov_cont_replicate8_viralngs_genome",16845,9500,9500,10214,60.64,6526,38.74,3688,21.89,0,0,288,68.4,68.4,68.4,17893,106.51,17104,101.82,789,4.7,0,0,510,100,100,100,"viralngs_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","66","8","5","3","33",0,0,"0","0",2786,10214,0,0,8786,0,0.925091,0.950142,0.517054,0.99533,0.669679,99.64,6.28," 0;41.52",673652,481936," 255%"
"V2.3458","SIM_Oref_lowcov_cont","replicate8",988,8762,2615,303.94465,24.89394,"vpipe_genome",1,1,1,0,0,0,8731,8731,8731,0,0,0,1,8731,8731,8762,"40.71",40.75,8731,"8731",1,"1",16797,9500,9500,106.57,106.51,101.91,101.82,510,510,100,100,"0","0","0","0","0","0","0","0 + 0 part",0,"100","1.001",0,"469.86","103.14","8726","8726","8726","8726","1","1","SIM_Oref_lowcov_cont_replicate8_vpipe_genome",16797,9500,9500,17900,106.57,17118,101.91,782,4.66,0,0,510,100,100,100,17893,106.51,17104,101.82,789,4.7,0,0,510,100,100,100,"vpipe_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","41","9","6","3","36",0,0,"0","0",0,17892,0,0,1100,8,0.996699,0.979468,0.99845,0.996397,0.988868,336.02,116.75," 4;35.36",1182724,12716776," 164%"
"V2459","SIM_Oref_lowcov_cont","replicate9",67,8710,2593,28.152929,1.656162,"shiver_genome",1,1,1,0,0,0,8720,8720,8720,0,0,0,1,8720,8720,8710,"40.76",40.72,8720,"8720",1,"1",16596,9500,9500,108.45,108.21,104.17,103.7,514,514,100,99.92,"0","0","0","0","0","0","0","0 + 0 part",0,"99.896","1",0,"0","11.51","8686","8686","8686","8686","1","1","SIM_Oref_lowcov_cont_replicate9_shiver_genome",16596,9500,9500,17998,108.45,17288,104.17,710,4.28,0,0,514,100,100,100,17959,108.21,17210,103.7,749,4.51,0,0,514,99.92,99.76,99.76,"shiver_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","3",0,0,"0","0",0,17959,0,0,1002,39,0.999312,0.980892,1,0.999287,0.990354,1901.42,35.03," 31;50.45",1435016,5957000," 101%"
"V2.1459","SIM_Oref_lowcov_cont","replicate9",67,8710,2593,28.152929,1.656162,"smaltalign_genome",1,1,1,0,0,0,8720,8720,8720,0,0,0,1,8720,8720,8710,"40.76",40.72,8720,"8720",1,"1",16596,9500,9500,108.45,108.21,104.17,103.7,514,514,100,99.92,"0","0","0","0","0","0","0","0 + 0 part",0,"99.896","1",0,"0","11.51","8686","8686","8686","8686","1","1","SIM_Oref_lowcov_cont_replicate9_smaltalign_genome",16596,9500,9500,17998,108.45,17288,104.17,710,4.28,0,0,514,100,100,100,17959,108.21,17210,103.7,749,4.51,0,0,514,99.92,99.76,99.76,"smaltalign_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","3",0,0,"0","0",0,17959,0,0,1002,39,0.999312,0.980892,1,0.999287,0.990354,365.88,4.11," 1;44.91",1431808,401152," 352%"
"V2.2459","SIM_Oref_lowcov_cont","replicate9",67,8710,2593,28.152929,1.656162,"viralngs_genome",1,1,1,0,0,0,8720,8720,8720,0,0,0,1,8720,8720,8710,"40.76",40.72,8720,"8720",1,"1",16596,9500,9500,108.45,108.21,104.17,103.7,514,514,100,99.92,"0","0","0","0","0","0","0","0 + 0 part",0,"99.896","1",0,"0","11.51","8686","8686","8686","8686","1","1","SIM_Oref_lowcov_cont_replicate9_viralngs_genome",16596,9500,9500,17998,108.45,17288,104.17,710,4.28,0,0,514,100,100,100,17959,108.21,17210,103.7,749,4.51,0,0,514,99.92,99.76,99.76,"viralngs_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","3",0,0,"0","0",0,17959,0,0,1002,39,0.999312,0.980892,1,0.999287,0.990354,115.44,6.3," 0;51.61",825696,472032," 235%"
"V2.3459","SIM_Oref_lowcov_cont","replicate9",67,8710,2593,28.152929,1.656162,"vpipe_genome",1,1,1,0,0,0,8720,8720,8720,0,0,0,1,8720,8720,8710,"40.76",40.72,8720,"8720",1,"1",16596,9500,9500,108.45,108.21,104.17,103.7,514,514,100,99.92,"0","0","0","0","0","0","0","0 + 0 part",0,"99.896","1",0,"0","11.51","8686","8686","8686","8686","1","1","SIM_Oref_lowcov_cont_replicate9_vpipe_genome",16596,9500,9500,17998,108.45,17288,104.17,710,4.28,0,0,514,100,100,100,17959,108.21,17210,103.7,749,4.51,0,0,514,99.92,99.76,99.76,"vpipe_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","3",0,0,"0","0",0,17959,0,0,1002,39,0.999312,0.980892,1,0.999287,0.990354,339.9,118.65," 4;38.89",1179232,12716688," 164%"
"V2460","SIM_Oref_lowcov_nocont","replicate1",880,8735,2620,286.9301,18.30808,"shiver_genome",1,1,1,0,0,0,8721,8721,8721,0,0,0,1,8721,8721,8735,"40.58",40.59,8721,"8721",1,"1",16566,9499,9499,108.13,108.13,103.61,103.61,511,511,100,100,"0","0","0","0","0","0","0","0 + 0 part",0,"99.989","1",0,"0","68.8","8721","8721","8721","8721","1","1","SIM_Oref_lowcov_nocont_replicate1_shiver_genome",16566,9499,9499,17913,108.13,17164,103.61,749,4.52,0,0,511,100,100,100,17912,108.13,17164,103.61,748,4.52,0,0,511,100,100,100,"shiver_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","5","1","17",0,0,"0","0",0,17912,0,0,1085,1,0.998398,0.991196,0.998522,0.998375,0.994845,718.78,22.03," 12;02.52",1371864,2658600," 102%"
"V2.1460","SIM_Oref_lowcov_nocont","replicate1",880,8735,2620,286.9301,18.30808,"smaltalign_genome",1,1,1,0,0,0,8720,8720,8720,0,0,0,1,8720,8720,8735,"40.56",40.59,8720,"8720",1,"1",16563,9499,9499,108.15,108.13,103.63,103.61,511,511,100,100,"0","0","0","0","0","0","0","0 + 0 part",0,"100","1",0,"103.21","45.87","8720","8720","8720","8720","1","1","SIM_Oref_lowcov_nocont_replicate1_smaltalign_genome",16563,9499,9499,17913,108.15,17164,103.63,749,4.52,0,0,511,100,100,100,17912,108.13,17164,103.61,748,4.52,0,0,511,100,100,100,"smaltalign_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","4","3","1","15",0,0,"0","0",0,17912,0,0,1085,1,0.998627,0.991209,1,0.998375,0.995585,137.11,3.59," 1;15.35",1416480,217968," 186%"
"V2.2460","SIM_Oref_lowcov_nocont","replicate1",880,8735,2620,286.9301,18.30808,"viralngs_genome",1,1,1,0,0,0,8499,8499,8499,0,0,0,1,8499,8499,8735,"40.94",40.59,8499,"8499",1,"1",16424,9499,9499,74.54,108.13,51.14,103.61,349,511,77.08,100,"0","0","0","0","0","7","0","0 + 0 part",0,"76.554","1",22826.21,"419.41","29.96","6676","6676","6676","6676","1","1","SIM_Oref_lowcov_nocont_replicate1_viralngs_genome",16424,9499,9499,12243,74.54,8400,51.14,3843,23.4,0,0,349,77.08,77.08,77.08,17912,108.13,17164,103.61,748,4.52,0,0,511,100,100,100,"viralngs_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","28","2","1","1","9",0,0,"0","0",1940,12243,0,0,6755,0,0.943573,0.983146,0.646711,0.997969,0.780205,84.27,5.19," 0;35.75",676016,256512," 250%"
"V2.3460","SIM_Oref_lowcov_nocont","replicate1",880,8735,2620,286.9301,18.30808,"vpipe_genome",1,1,1,0,0,0,8723,8723,8723,0,0,0,1,8723,8723,8735,"40.64",40.59,8723,"8723",1,"1",16562,9499,9499,108.17,108.13,103.63,103.61,511,511,100,100,"0","0","0","0","0","0","0","0 + 0 part",0,"100","1.001",0,"298.06","34.39","8723","8723","8723","8723","1","1","SIM_Oref_lowcov_nocont_replicate1_vpipe_genome",16562,9499,9499,17915,108.17,17164,103.63,751,4.53,0,0,511,100,100,100,17912,108.13,17164,103.61,748,4.52,0,0,511,100,100,100,"vpipe_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","26","3","2","1","12",0,0,"0","0",0,17912,0,0,1083,3,0.998627,0.991209,1,0.998375,0.995585,145.34,30.79," 3;18.56",1184556,12650816," 88%"
"V2461","SIM_Oref_lowcov_nocont","replicate10",1201,8746,2605,295.32586,24.13414,"shiver_genome",1,1,1,0,0,0,8739,8739,8739,0,0,0,1,8739,8739,8746,"40.5",40.48,8739,"8739",1,"1",16767,9500,9500,107,107.05,102.49,102.62,511,512,100,100,"0","0","0","0","0","0","0","0 + 0 part",0,"99.989","1.002",0,"263.19","91.54","8739","8739","8739","8739","1","1","SIM_Oref_lowcov_nocont_replicate10_shiver_genome",16767,9500,9500,17941,107,17184,102.49,757,4.51,0,0,511,100,100,100,17953,107.05,17210,102.62,743,4.43,0,0,512,100,100,100,"shiver_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","23","8","7","1","36",0,0,"0","0",0,17940,0,0,1059,1,0.996119,0.983516,0.985321,0.997654,0.984418,839.21,21.38," 14;09.96",1373512,1786776," 101%"
"V2.1461","SIM_Oref_lowcov_nocont","replicate10",1201,8746,2605,295.32586,24.13414,"smaltalign_genome",1,1,1,0,0,0,8724,8724,8724,0,0,0,1,8724,8724,8746,"40.47",40.48,8724,"8724",1,"1",16768,9500,9500,107.07,107.05,102.62,102.62,512,512,100,100,"0","0","0","0","0","0","0","0 + 0 part",0,"99.989","1",0,"183.4","80.24","8724","8724","8724","8724","1","1","SIM_Oref_lowcov_nocont_replicate10_smaltalign_genome",16768,9500,9500,17953,107.07,17208,102.62,745,4.44,0,0,512,100,100,100,17953,107.05,17210,102.62,743,4.43,0,0,512,100,100,100,"smaltalign_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16","7","7","0","21",0,0,"0","0",0,17952,0,0,1047,1,0.997945,0.985507,0.998165,0.997914,0.991796,130.18,3.41," 1;07.47",1416132,215568," 197%"
"V2.2461","SIM_Oref_lowcov_nocont","replicate10",1201,8746,2605,295.32586,24.13414,"viralngs_genome",1,1,1,0,0,0,8499,8499,8499,0,0,0,1,8499,8499,8746,"40.35",40.48,8499,"8499",1,"1",16524,9500,9500,82.96,107.05,63.36,102.62,393,512,85.32,100,"0","0","0","0","0","5","0","0 + 0 part",0,"84.096","1",15001.76,"1676.43","95.41","7337","7337","7337","7337","1","1","SIM_Oref_lowcov_nocont_replicate10_viralngs_genome",16524,9500,9500,13709,82.96,10470,63.36,3239,19.6,0,0,393,85.32,85.32,85.32,17953,107.05,17210,102.62,743,4.43,0,0,512,100,100,100,"viralngs_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","123","7","7","0","21",0,0,"0","0",1275,13708,0,0,5291,1,0.965187,0.978076,0.736697,0.997654,0.840398,78.02,5.36," 0;35.17",682924,251936," 237%"
"V2.3461","SIM_Oref_lowcov_nocont","replicate10",1201,8746,2605,295.32586,24.13414,"vpipe_genome",1,1,1,0,0,0,8728,8728,8728,0,0,0,1,8728,8728,8746,"40.34",40.48,8728,"8728",1,"1",16771,9500,9500,107.05,107.05,102.63,102.62,512,512,100,100,"0","0","0","0","0","0","0","0 + 0 part",0,"99.989","1",0,"939.94","80.24","8724","8724","8724","8724","1","1","SIM_Oref_lowcov_nocont_replicate10_vpipe_genome",16771,9500,9500,17953,107.05,17212,102.63,741,4.42,0,0,512,100,100,100,17953,107.05,17210,102.62,743,4.43,0,0,512,100,100,100,"vpipe_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","82","7","7","0","21",0,0,"0","0",0,17951,0,0,1047,2,0.997717,0.982852,0.999083,0.997523,0.990901,145.27,31.47," 3;19.24",1182016,12651632," 88%"
"V2462","SIM_Oref_lowcov_nocont","replicate11",912,8707,2647,241.54505,20.25212,"shiver_genome",1,1,1,0,0,0,8686,8686,8686,0,0,0,1,8686,8686,8707,"40.58",40.59,8686,"8686",1,"1",16840,9500,9500,106.53,106.5,101.63,101.6,514,514,100,100,"0","0","0","0","0","0","0","0 + 0 part",0,"100","1",0,"57.56","69.08","8686","8686","8686","8686","1","1","SIM_Oref_lowcov_nocont_replicate11_shiver_genome",16840,9500,9500,17940,106.53,17114,101.63,826,4.9,0,0,514,100,100,100,17940,106.5,17114,101.6,826,4.9,0,0,514,100,100,100,"shiver_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","6","5","1","21",0,0,"0","0",0,17940,0,0,1060,0,0.999196,0.993224,1,0.999089,0.9966,653.73,21.19," 11;05.37",1370412,2626048," 101%"
"V2.1462","SIM_Oref_lowcov_nocont","replicate11",912,8707,2647,241.54505,20.25212,"smaltalign_genome",1,1,1,0,0,0,8686,8686,8686,0,0,0,1,8686,8686,8707,"40.59",40.59,8686,"8686",1,"1",16840,9500,9500,106.53,106.5,101.63,101.6,514,514,100,100,"0","0","0","0","0","0","0","0 + 0 part",0,"100","1",0,"46.05","69.08","8686","8686","8686","8686","1","1","SIM_Oref_lowcov_nocont_replicate11_smaltalign_genome",16840,9500,9500,17940,106.53,17114,101.63,826,4.9,0,0,514,100,100,100,17940,106.5,17114,101.6,826,4.9,0,0,514,100,100,100,"smaltalign_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","6","5","1","21",0,0,"0","0",0,17940,0,0,1060,0,0.998737,0.989392,1,0.998568,0.994668,124.76,3.67," 1;02.62",1416396,215504," 205%"
"V2.2462","SIM_Oref_lowcov_nocont","replicate11",912,8707,2647,241.54505,20.25212,"viralngs_genome",1,1,1,0,0,0,8674,8674,8674,0,0,0,1,8674,8674,8707,"40.54",40.59,8674,"8674",1,"1",16840,9500,9500,106.53,106.5,101.62,101.6,511,514,100,100,"0","0","0","0","0","0","0","0 + 0 part",0,"100","0.999",2847.59,"345.86","80.7","8674","8674","8674","8674","1","1","SIM_Oref_lowcov_nocont_replicate11_viralngs_genome",16840,9500,9500,17939,106.53,17112,101.62,827,4.91,0,0,511,100,100,100,17940,106.5,17114,101.6,826,4.9,0,0,514,100,100,100,"viralngs_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","30","7","4","3","33",0,0,"0","0",247,17939,0,0,1061,0,0.993339,0.995902,0.947368,0.999479,0.971029,79.48,5.34," 0;35.60",683292,251808," 238%"
"V2.3462","SIM_Oref_lowcov_nocont","replicate11",912,8707,2647,241.54505,20.25212,"vpipe_genome",1,1,1,0,0,0,8681,8681,8681,0,0,0,1,8681,8681,8707,"40.56",40.59,8681,"8681",1,"1",16840,9500,9500,106.53,106.5,101.63,101.6,514,514,100,100,"0","0","0","0","0","0","0","0 + 0 part",0,"100","1",0,"126.71","80.64","8681","8681","8681","8681","1","1","SIM_Oref_lowcov_nocont_replicate11_vpipe_genome",16840,9500,9500,17940,106.53,17114,101.63,826,4.9,0,0,514,100,100,100,17940,106.5,17114,101.6,826,4.9,0,0,514,100,100,100,"vpipe_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11","7","6","1","26",0,0,"0","0",0,17939,0,0,1060,1,0.998507,0.989372,0.998051,0.998568,0.993692,151.89,34.14," 3;29.07",1184352,13441464," 88%"
"V2463","SIM_Oref_lowcov_nocont","replicate12",1248,8704,2711,281.48768,16.13657,"shiver_genome",1,1,1,0,0,0,8683,8683,8683,0,0,0,1,8683,8683,8704,"40.31",40.31,8683,"8683",1,"1",16789,9500,9500,106.31,106.27,101.69,101.65,512,511,100,100,"0","0","0","0","0","0","0","0 + 0 part",0,"100","1",0,"0","69.1","8683","8683","8683","8683","1","1","SIM_Oref_lowcov_nocont_replicate12_shiver_genome",16789,9500,9500,17848,106.31,17072,101.69,776,4.62,0,0,512,100,100,100,17848,106.27,17072,101.65,776,4.62,0,0,511,100,100,100,"shiver_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","5","1","21",0,0,"0","0",0,17848,0,0,1152,0,0.999081,0.993756,0.999103,0.999078,0.996422,1093.59,24.85," 18;24.03",1370252,2948584," 101%"
"V2.1463","SIM_Oref_lowcov_nocont","replicate12",1248,8704,2711,281.48768,16.13657,"smaltalign_genome",1,1,1,0,0,0,8683,8683,8683,0,0,0,1,8683,8683,8704,"40.31",40.31,8683,"8683",1,"1",16789,9500,9500,106.31,106.27,101.69,101.65,512,511,100,100,"0","0","0","0","0","0","0","0 + 0 part",0,"100","1",0,"57.58","69.1","8683","8683","8683","8683","1","1","SIM_Oref_lowcov_nocont_replicate12_smaltalign_genome",16789,9500,9500,17848,106.31,17072,101.69,776,4.62,0,0,512,100,100,100,17848,106.27,17072,101.65,776,4.62,0,0,511,100,100,100,"smaltalign_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","6","5","1","21",0,0,"0","0",0,17848,0,0,1152,0,0.999081,0.993756,0.999103,0.999078,0.996422,127.13,3.54," 1;04.88",1416328,214752," 201%"
"V2.2463","SIM_Oref_lowcov_nocont","replicate12",1248,8704,2711,281.48768,16.13657,"viralngs_genome",1,1,1,0,0,0,8683,8683,8683,0,0,0,1,8683,8683,8704,"40.33",40.31,8683,"8683",1,"1",16728,9500,9500,104.41,106.27,97.48,101.65,499,511,99.02,100,"0","0","0","0","0","0","0","0 + 0 part",0,"100","1",990.44,"23.03","69.1","8683","8683","8683","8683","1","1","SIM_Oref_lowcov_nocont_replicate12_viralngs_genome",16728,9500,9500,17465,104.41,16306,97.48,1159,6.93,0,0,499,99.02,99.02,99.02,17848,106.27,17072,101.65,776,4.62,0,0,511,100,100,100,"viralngs_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","6","5","1","21",0,0,"0","0",86,17465,0,0,1535,0,0.995404,0.993572,0.970404,0.999078,0.981851,80.56,5.21," 0;37.62",693280,254168," 227%"
"V2.3463","SIM_Oref_lowcov_nocont","replicate12",1248,8704,2711,281.48768,16.13657,"vpipe_genome",1,1,1,0,0,0,8683,8683,8683,0,0,0,1,8683,8683,8704,"40.34",40.31,8683,"8683",1,"1",16789,9500,9500,106.31,106.27,101.69,101.65,512,511,100,100,"0","0","0","0","0","0","0","0 + 0 part",0,"100","1",0,"80.62","69.1","8683","8683","8683","8683","1","1","SIM_Oref_lowcov_nocont_replicate12_vpipe_genome",16789,9500,9500,17848,106.31,17072,101.69,776,4.62,0,0,512,100,100,100,17848,106.27,17072,101.65,776,4.62,0,0,511,100,100,100,"vpipe_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","6","5","1","21",0,0,"0","0",0,17848,0,0,1152,0,0.998966,0.99375,0.998206,0.999078,0.995973,151.71,33.03," 3;35.86",1237144,13441032," 85%"
