"Dataset","Sample","Length_of_benchmarking_reference","Distance_from_HXB2","Assembly","contigs_..._0_bp.","contigs_..._1000_bp.","contigs_..._5000_bp.","contigs_..._10000_bp.","contigs_..._25000_bp.","contigs_..._50000_bp.","Total_length_..._0_bp.","Total_length_..._1000_bp.","Total_length_..._5000_bp.","Total_length_..._10000_bp.","Total_length_..._25000_bp.","Total_length_..._50000_bp.","contigs","Largest_contig","Total_length","Reference_length","GC_...","Reference_GC_...","N50","NG50","N90","NG90","auN","auNG","L50","LG50","L90","LG90","total_reads","left","right","Mapped_...","Reference_mapped_...","Properly_paired_...","Reference_properly_paired_...","Avg_coverage_depth","Reference_avg_coverage_depth","Coverage_.._1x_...","Reference_coverage_.._1x_...","misassemblies","misassembled_contigs","Misassembled_contigs_length","local_misassemblies","scaffold_gap_ext_mis","scaffold_gap_loc_mis","structural_variations","unaligned_mis_contigs","unaligned_contigs","Unaligned_length","Genome_fraction_...","Duplication_ratio","N.s_per_100_kbp","mismatches_per_100_kbp","indels_per_100_kbp","Largest_alignment","Total_aligned_length","NA50","NGA50","NA90","NGA90","auNA","auNGA","LA50","LGA50","LA90","LGA90","ID","total_reads.1","left.1","right.1","mapped","Mapped_....1","properly_paired","Properly_paired_....1","singletons","Singletons_...","misjoint_mates","Misjoint_mates_...","Avg_coverage_depth.1","Coverage_.._1x_....1","Coverage_.._5x_...","Coverage_.._10x_...","reference_mapped","Reference_mapped_....1","reference_properly_paired","Reference_properly_paired_....1","reference_singletons","Reference_singletons_...","reference_misjoint_mates","Reference_misjoint_mates_...","Reference_avg_coverage_depth.1","Reference_coverage_.._1x_....1","Reference_coverage_.._5x_...","Reference_coverage_.._10x_...","Assembly.1","misassemblies.1","contig_misassemblies","c_relocations","c_translocations","c_inversions","scaffold_misassemblies","s_relocations","s_translocations","s_inversions","misassembled_contigs.1","Misassembled_contigs_length.1","local_misassemblies.1","scaffold_gap_ext_mis.1","scaffold_gap_loc_mis.1","structural_variations.1","unaligned_mis_contigs.1","mismatches","indels","indels_..._5_bp.","indels_.._5_bp.","Indels_length","fully_unaligned_contigs","Fully_unaligned_length","partially_unaligned_contigs","Partially_unaligned_length","N.s","pos_correct","poserr_major","poserr_ltr","poserr_unmapped","poserr_extramapped","Accuracy","Precision","Sensitivity","Specificity","F1score","User_time","System_time","Elapsed_time","MRSS","File_outputs","CPU_percentage"
"V2.278","SSNGS_HUN_PRRT","SSNGS_64.2018_PRRT",1013,NA,"viralngs_genome",1,1,0,0,0,0,1013,1013,0,0,0,0,1,1013,1013,1013,36.13,35.98,1013,1013,1013,1013,1013,1013,1,1,1,1,359867,235608,235608,47.81,47.81,37.74,37.74,23787,23767,100,100,0,0,0,0,0,0,0,0,"0 + 0 part",0,100,1.004,0,987.17,0,1013,1013,"1013","1013","1013","1013",1013,1013,"1","1","1","1","SSNGS_HUN_PRRT_SSNGS_64.2018_PRRT_viralngs_genome",359867,235608,235608,172062,47.81,135814,37.74,18362,5.1,0,0,23787,100,100,100,172057,47.81,135812,37.74,18357,5.1,0,0,23767,100,100,100,"viralngs_genome",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,172027,0,0,299154,35,0.979269,0.996063,0.96381,0.995902,0.979671,645.01,20.7," 4;36.48",1240292,4422416," 240%"
"V2.378","SSNGS_HUN_PRRT","SSNGS_64.2018_PRRT",1013,NA,"vpipe_genome",1,1,0,0,0,0,1013,1013,0,0,0,0,1,1013,1013,1013,36.13,35.98,1013,1013,1013,1013,1013,1013,1,1,1,1,359870,235608,235608,47.81,47.81,37.74,37.74,23787,23767,100,100,0,0,0,0,0,0,0,0,"0 + 0 part",0,100,1.004,0,987.17,0,1013,1013,"1013","1013","1013","1013",1013,1013,"1","1","1","1","SSNGS_HUN_PRRT_SSNGS_64.2018_PRRT_vpipe_genome",359870,235608,235608,172059,47.81,135808,37.74,18361,5.1,0,0,23787,100,100,100,172057,47.81,135812,37.74,18357,5.1,0,0,23767,100,100,100,"vpipe_genome",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,172026,0,0,299157,33,0.980257,0.990291,0.971429,0.989754,0.980769,27558.65,6130.29," 2;28;08",1183420,17266128," 379%"
"V279","SSNGS_HUN_PRRT","SSNGS_67.2018_PRRT",1013,NA,"shiver_genome",1,1,0,0,0,0,1013,1013,0,0,0,0,1,1013,1013,1013,37.71,37.2,1013,1013,1013,1013,1013,1013,1,1,1,1,637588,378951,378951,29.94,27.43,21.55,18.26,23590,21291,100,100,0,0,0,0,0,0,0,0,"0 + 0 part",0,100,1.05,0,98.72,0,1013,1013,"1013","1013","1013","1013",1013,1013,"1","1","1","1","SSNGS_HUN_PRRT_SSNGS_67.2018_PRRT_shiver_genome",637588,378951,378951,190905,29.94,137414,21.55,10711,1.68,0,0,23590,100,100,100,176088,27.43,117252,18.26,17384,2.71,0,0,21291,100,95.36,95.36,"shiver_genome",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,176078,0,0,566997,14827,0.924975,0.872263,0.987603,0.867675,0.926357,2571,46.5," 41;07.25",1706760,13665496," 106%"
"V2.179","SSNGS_HUN_PRRT","SSNGS_67.2018_PRRT",1013,NA,"smaltalign_genome",1,1,0,0,0,0,1013,1013,0,0,0,0,1,1013,1013,1013,37.71,37.2,1013,1013,1013,1013,1013,1013,1,1,1,1,637595,378951,378951,29.94,27.43,21.55,18.26,23590,21291,100,100,0,0,0,0,0,0,0,0,"0 + 0 part",0,100,1.05,0,98.72,0,1013,1013,"1013","1013","1013","1013",1013,1013,"1","1","1","1","SSNGS_HUN_PRRT_SSNGS_67.2018_PRRT_smaltalign_genome",637595,378951,378951,190904,29.94,137410,21.55,10708,1.68,0,0,23590,100,100,100,176088,27.43,117252,18.26,17384,2.71,0,0,21291,100,95.36,95.36,"smaltalign_genome",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,176078,0,0,566998,14826,0.925962,0.872495,0.989669,0.867675,0.927396,634.54,6.46," 3;54.22",1425860,1221344," 273%"
"V2.279","SSNGS_HUN_PRRT","SSNGS_67.2018_PRRT",1013,NA,"viralngs_genome",1,1,0,0,0,0,1013,1013,0,0,0,0,1,1013,1013,1013,37.7,37.2,1013,1013,1013,1013,1013,1013,1,1,1,1,638581,378951,378951,29.3,27.43,20.86,18.26,23052,21291,100,100,0,0,0,0,0,0,0,0,"0 + 0 part",0,100,1.05,3652.52,0,0,1013,1013,"1013","1013","1013","1013",1013,1013,"1","1","1","1","SSNGS_HUN_PRRT_SSNGS_67.2018_PRRT_viralngs_genome",638581,378951,378951,187075,29.3,133224,20.86,11999,1.88,0,0,23052,100,100,100,176088,27.43,117252,18.26,17384,2.71,0,0,21291,100,95.36,95.36,"viralngs_genome",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,172251,0,0,570827,14824,0.915104,0.855357,0.989669,0.846881,0.917625,833.07,26.01," 6;34.51",1288244,6562352," 217%"
"V2.379","SSNGS_HUN_PRRT","SSNGS_67.2018_PRRT",1013,NA,"vpipe_genome",1,1,0,0,0,0,1013,1013,0,0,0,0,1,1013,1013,1013,37.71,37.2,1013,1013,1013,1013,1013,1013,1,1,1,1,637594,378951,378951,29.94,27.43,21.55,18.26,23589,21291,100,100,0,0,0,0,0,0,0,0,"0 + 0 part",0,100,1.05,0,98.72,0,1013,1013,"1013","1013","1013","1013",1013,1013,"1","1","1","1","SSNGS_HUN_PRRT_SSNGS_67.2018_PRRT_vpipe_genome",637594,378951,378951,190898,29.94,137410,21.55,10710,1.68,0,0,23589,100,100,100,176088,27.43,117252,18.26,17384,2.71,0,0,21291,100,95.36,95.36,"vpipe_genome",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,176074,0,0,567004,14824,0.924975,0.872263,0.987603,0.867675,0.926357,25152.07,4236.65," 2;10;57",1187560,19592176," 374%"
"V280","SSNGS_HUN_PRRT","SSNGS_72.2020_PRRT",1013,NA,"shiver_genome",1,1,0,0,0,0,1013,1013,0,0,0,0,1,1013,1013,1013,37.02,37.04,1013,1013,1013,1013,1013,1013,1,1,1,1,545183,327814,327814,30.56,30.56,20.95,20.95,23885,23885,100,100,0,0,0,0,0,0,0,0,"0 + 0 part",0,100,1.006,0,0,0,1013,1013,"1013","1013","1013","1013",1013,1013,"1","1","1","1","SSNGS_HUN_PRRT_SSNGS_72.2020_PRRT_shiver_genome",545183,327814,327814,166619,30.56,114232,20.95,48771,8.95,0,0,23885,100,100,100,166597,30.56,114218,20.95,48771,8.95,0,0,23885,100,100,100,"shiver_genome",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166594,0,0,489009,25,0.980276,0.966549,0.998182,0.959052,0.982111,4603.12,54.22," 1;13;36",1399308,20539920," 105%"
"V2.180","SSNGS_HUN_PRRT","SSNGS_72.2020_PRRT",1013,NA,"smaltalign_genome",1,1,0,0,0,0,1013,1013,0,0,0,0,1,1013,1013,1013,37.02,37.04,1013,1013,1013,1013,1013,1013,1,1,1,1,545187,327814,327814,30.56,30.56,20.95,20.95,23883,23885,100,100,0,0,0,0,0,0,0,0,"0 + 0 part",0,100,1.006,0,0,0,1013,1013,"1013","1013","1013","1013",1013,1013,"1","1","1","1","SSNGS_HUN_PRRT_SSNGS_72.2020_PRRT_smaltalign_genome",545187,327814,327814,166621,30.56,114232,20.95,48767,8.95,0,0,23883,100,100,100,166597,30.56,114218,20.95,48771,8.95,0,0,23885,100,100,100,"smaltalign_genome",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166595,0,0,489007,26,0.981262,0.968254,0.998182,0.961207,0.98299,954.3,7.47," 6;44.42",1425928,1432216," 237%"
"V2.280","SSNGS_HUN_PRRT","SSNGS_72.2020_PRRT",1013,NA,"viralngs_genome",1,1,0,0,0,0,1013,1013,0,0,0,0,1,1013,1013,1013,36.92,37.04,1013,1013,1013,1013,1013,1013,1,1,1,1,545185,327814,327814,30.56,30.56,20.95,20.95,23867,23885,100,100,0,0,0,0,0,0,0,0,"0 + 0 part",0,100,1.006,0,296.15,0,1013,1013,"1013","1013","1013","1013",1013,1013,"1","1","1","1","SSNGS_HUN_PRRT_SSNGS_72.2020_PRRT_viralngs_genome",545185,327814,327814,166617,30.56,114232,20.95,48763,8.94,0,0,23867,100,100,100,166597,30.56,114218,20.95,48771,8.95,0,0,23885,100,100,100,"viralngs_genome",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,166589,0,0,489011,28,0.974359,0.964539,0.989091,0.956897,0.976661,1310.02,32.33," 7;09.99",1227212,8575080," 312%"
"V2.380","SSNGS_HUN_PRRT","SSNGS_72.2020_PRRT",1013,NA,"vpipe_genome",1,1,0,0,0,0,1014,1014,0,0,0,0,1,1014,1014,1013,36.98,37.04,1014,1014,1014,1014,1014,1015,1,1,1,1,545215,327814,327814,30.56,30.56,20.95,20.95,23889,23885,100,100,0,0,0,0,0,0,0,0,"0 + 0 part",0,100,1.007,0,0,98.62,1014,1014,"1014","1014","1014","1014",1014,1015,"1","1","1","1","SSNGS_HUN_PRRT_SSNGS_72.2020_PRRT_vpipe_genome",545215,327814,327814,166624,30.56,114234,20.95,48770,8.95,0,0,23889,100,100,100,166597,30.56,114218,20.95,48771,8.95,0,0,23885,100,100,100,"vpipe_genome",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,166593,0,0,489004,31,0.975345,0.967914,0.987273,0.961207,0.977498,29597.87,6176.42," 2;38;07",1183852,19244416," 377%"
"V281","SSNGS_HUN_PRRT","SSNGS_73.2022_PRRT",1013,NA,"shiver_genome",1,1,0,0,0,0,1013,1013,0,0,0,0,1,1013,1013,1013,36.33,36.4,1013,1013,1013,1013,1013,1013,1,1,1,1,407978,223964,223964,21.19,21.17,17.89,17.88,12167,12160,100,100,0,0,0,0,0,0,0,0,"0 + 0 part",0,100,1.002,0,0,0,1013,1013,"1013","1013","1013","1013",1013,1013,"1","1","1","1","SSNGS_HUN_PRRT_SSNGS_73.2022_PRRT_shiver_genome",407978,223964,223964,86447,21.19,72988,17.89,8189,2.01,0,0,12167,100,100,100,86383,21.17,72970,17.88,8147,2,0,0,12160,100,100,100,"shiver_genome",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86379,0,0,361481,68,0.996051,1,0.991886,1,0.995927,1543.25,31," 25;19.38",1556304,8213384," 103%"
"V2.181","SSNGS_HUN_PRRT","SSNGS_73.2022_PRRT",1013,NA,"smaltalign_genome",1,1,0,0,0,0,1013,1013,0,0,0,0,1,1013,1013,1013,36.33,36.4,1013,1013,1013,1013,1013,1013,1,1,1,1,407976,223964,223964,21.19,21.17,17.89,17.88,12166,12160,100,100,0,0,0,0,0,0,0,0,"0 + 0 part",0,100,1.002,0,0,0,1013,1013,"1013","1013","1013","1013",1013,1013,"1","1","1","1","SSNGS_HUN_PRRT_SSNGS_73.2022_PRRT_smaltalign_genome",407976,223964,223964,86443,21.19,72984,17.89,8191,2.01,0,0,12166,100,100,100,86383,21.17,72970,17.88,8147,2,0,0,12160,100,100,100,"smaltalign_genome",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86378,0,0,361485,65,0.994077,0.98994,0.997972,0.990385,0.993939,892.63,7.06," 5;18.01",1425596,1401776," 282%"
"V2.281","SSNGS_HUN_PRRT","SSNGS_73.2022_PRRT",1013,NA,"viralngs_genome",1,1,0,0,0,0,1013,1013,0,0,0,0,1,1013,1013,1013,36.33,36.4,1013,1013,1013,1013,1013,1013,1,1,1,1,407974,223964,223964,21.19,21.17,17.89,17.88,12166,12160,100,100,0,0,0,0,0,0,0,0,"0 + 0 part",0,100,1.002,0,0,0,1013,1013,"1013","1013","1013","1013",1013,1013,"1","1","1","1","SSNGS_HUN_PRRT_SSNGS_73.2022_PRRT_viralngs_genome",407974,223964,223964,86445,21.19,72986,17.89,8191,2.01,0,0,12166,100,100,100,86383,21.17,72970,17.88,8147,2,0,0,12160,100,100,100,"viralngs_genome",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86378,0,0,361483,67,0.997038,0.995951,0.997972,0.996154,0.99696,663.32,22.64," 4;23.74",1193440,5104896," 260%"
"V2.381","SSNGS_HUN_PRRT","SSNGS_73.2022_PRRT",1013,NA,"vpipe_genome",1,1,0,0,0,0,1013,1013,0,0,0,0,1,1013,1013,1013,36.33,36.4,1013,1013,1013,1013,1013,1013,1,1,1,1,407944,223964,223964,21.17,21.17,17.86,17.88,12158,12160,100,100,0,0,0,0,0,0,0,0,"0 + 0 part",0,100,1.002,0,197.43,0,1013,1013,"1013","1013","1013","1013",1013,1013,"1","1","1","1","SSNGS_HUN_PRRT_SSNGS_73.2022_PRRT_vpipe_genome",407944,223964,223964,86377,21.17,72876,17.86,8243,2.02,0,0,12158,100,100,100,86383,21.17,72970,17.88,8147,2,0,0,12160,100,100,100,"vpipe_genome",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,86305,0,0,361551,72,0.988154,0.976238,1,0.976923,0.987976,28481.86,5219.65," 2;27;24",1193888,17666504," 381%"
"V282","SSNGS_HUN_PRRT","SSNGS_74.2018_PRRT",1013,NA,"shiver_genome",1,1,0,0,0,0,1013,1013,0,0,0,0,1,1013,1013,1013,36.82,36.88,1013,1013,1013,1013,1013,1013,1,1,1,1,863314,478102,478102,17.56,17.52,13.49,13.46,20696,20668,100,100,0,0,0,0,0,0,0,0,"0 + 0 part",0,100,1.007,0,98.72,0,1013,1013,"1013","1013","1013","1013",1013,1013,"1","1","1","1","SSNGS_HUN_PRRT_SSNGS_74.2018_PRRT_shiver_genome",863314,478102,478102,151637,17.56,116446,13.49,21873,2.53,0,0,20696,100,100,100,151271,17.52,116286,13.46,21703,2.51,0,0,20668,100,100,100,"shiver_genome",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,151167,0,0,804567,470,0.994077,0.998127,0.990706,0.997895,0.994403,2985.33,41.52," 47;22.52",1706264,15277920," 106%"
"V2.182","SSNGS_HUN_PRRT","SSNGS_74.2018_PRRT",1013,NA,"smaltalign_genome",1,1,0,0,0,0,1013,1013,0,0,0,0,1,1013,1013,1013,36.82,36.88,1013,1013,1013,1013,1013,1013,1,1,1,1,863315,478102,478102,17.56,17.52,13.49,13.46,20696,20668,100,100,0,0,0,0,0,0,0,0,"0 + 0 part",0,100,1.007,0,98.72,0,1013,1013,"1013","1013","1013","1013",1013,1013,"1","1","1","1","SSNGS_HUN_PRRT_SSNGS_74.2018_PRRT_smaltalign_genome",863315,478102,478102,151634,17.56,116444,13.49,21876,2.53,0,0,20696,100,100,100,151271,17.52,116286,13.46,21703,2.51,0,0,20668,100,100,100,"smaltalign_genome",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,151166,0,0,804570,468,0.994077,0.998127,0.990706,0.997895,0.994403,863.72,7.1," 5;37.15",1425704,1379416," 258%"
"V2.282","SSNGS_HUN_PRRT","SSNGS_74.2018_PRRT",1013,NA,"viralngs_genome",1,1,0,0,0,0,1013,1013,0,0,0,0,1,1013,1013,1013,36.72,36.88,1013,1013,1013,1013,1013,1013,1,1,1,1,863310,478102,478102,17.56,17.52,13.49,13.46,20695,20668,100,100,0,0,0,0,0,0,0,0,"0 + 0 part",0,100,1.007,0,98.72,0,1013,1013,"1013","1013","1013","1013",1013,1013,"1","1","1","1","SSNGS_HUN_PRRT_SSNGS_74.2018_PRRT_viralngs_genome",863310,478102,478102,151635,17.56,116444,13.49,21877,2.53,0,0,20695,100,100,100,151271,17.52,116286,13.46,21703,2.51,0,0,20668,100,100,100,"viralngs_genome",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,151165,0,0,804569,470,0.99309,0.998124,0.988848,0.997895,0.993464,1353.09,37.38," 8;58.51",1406264,10048112," 258%"
"V2.382","SSNGS_HUN_PRRT","SSNGS_74.2018_PRRT",1013,NA,"vpipe_genome",1,1,0,0,0,0,1013,1013,0,0,0,0,1,1013,1013,1013,36.82,36.88,1013,1013,1013,1013,1013,1013,1,1,1,1,863316,478102,478102,17.56,17.52,13.49,13.46,20696,20668,100,100,0,0,0,0,0,0,0,0,"0 + 0 part",0,100,1.007,0,98.72,0,1013,1013,"1013","1013","1013","1013",1013,1013,"1","1","1","1","SSNGS_HUN_PRRT_SSNGS_74.2018_PRRT_vpipe_genome",863316,478102,478102,151635,17.56,116446,13.49,21873,2.53,0,0,20696,100,100,100,151271,17.52,116286,13.46,21703,2.51,0,0,20668,100,100,100,"vpipe_genome",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,151167,0,0,804569,468,0.994077,0.998127,0.990706,0.997895,0.994403,54419.3,12655.66," 4;52;39",1190224,20779904," 381%"
"V283","SSNGS_HUN_PRRT","SSNGS_76.2020_PRRT",1013,NA,"shiver_genome",1,1,0,0,0,0,1013,1013,0,0,0,0,1,1013,1013,1013,37.61,37.85,1013,1013,1013,1013,1013,1013,1,1,1,1,742171,460665,460665,35,34.95,28.73,28.7,36023,35991,100,100,0,0,0,0,0,0,0,0,"0 + 0 part",0,99.699,1.017,0,198.02,0,1010,1010,"1010","1010","1010","1010",1007,1007,"1","1","1","1","SSNGS_HUN_PRRT_SSNGS_76.2020_PRRT_shiver_genome",742171,460665,460665,259732,35,213202,28.73,32920,4.44,0,0,36023,100,100,100,259440,34.95,213088,28.7,32728,4.41,0,0,35991,100,100,100,"shiver_genome",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,259230,0,0,661598,502,0.969398,0.943431,1,0.9375,0.970892,2125.49,41.79," 34;41.29",1550932,14987552," 104%"
"V2.183","SSNGS_HUN_PRRT","SSNGS_76.2020_PRRT",1013,NA,"smaltalign_genome",1,1,0,0,0,0,1013,1013,0,0,0,0,1,1013,1013,1013,37.61,37.85,1013,1013,1013,1013,1013,1013,1,1,1,1,742173,460665,460665,35,34.95,28.73,28.7,36023,35991,100,100,0,0,0,0,0,0,0,0,"0 + 0 part",0,99.699,1.017,0,198.02,0,1010,1010,"1010","1010","1010","1010",1007,1007,"1","1","1","1","SSNGS_HUN_PRRT_SSNGS_76.2020_PRRT_smaltalign_genome",742173,460665,460665,259733,35,213208,28.73,32915,4.43,0,0,36023,100,100,100,259440,34.95,213088,28.7,32728,4.41,0,0,35991,100,100,100,"smaltalign_genome",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,259234,0,0,661597,499,0.973346,0.953704,0.996132,0.949597,0.974456,885.55,7.26," 6;13.62",1425804,1381936," 238%"
"V2.283","SSNGS_HUN_PRRT","SSNGS_76.2020_PRRT",1013,NA,"viralngs_genome",1,1,0,0,0,0,1013,1013,0,0,0,0,1,1013,1013,1013,37.51,37.85,1013,1013,1013,1013,1013,1013,1,1,1,1,742171,460665,460665,35,34.95,28.73,28.7,36023,35991,100,100,0,0,0,0,0,0,0,0,"0 + 0 part",0,99.699,1.017,0,396.04,0,1010,1010,"1010","1010","1010","1010",1007,1007,"1","1","1","1","SSNGS_HUN_PRRT_SSNGS_76.2020_PRRT_viralngs_genome",742171,460665,460665,259734,35,213200,28.73,32918,4.44,0,0,36023,100,100,100,259440,34.95,213088,28.7,32728,4.41,0,0,35991,100,100,100,"viralngs_genome",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,259238,0,0,661596,496,0.971372,0.951852,0.994197,0.947581,0.972564,1385.63,36.35," 9;02.90",1403532,9570792," 261%"
"V2.383","SSNGS_HUN_PRRT","SSNGS_76.2020_PRRT",1013,NA,"vpipe_genome",1,1,0,0,0,0,1013,1013,0,0,0,0,1,1013,1013,1013,37.61,37.85,1013,1013,1013,1013,1013,1013,1,1,1,1,742169,460665,460665,35,34.95,28.73,28.7,36023,35991,100,100,0,0,0,0,0,0,0,0,"0 + 0 part",0,99.699,1.017,0,198.02,0,1010,1010,"1010","1010","1010","1010",1007,1007,"1","1","1","1","SSNGS_HUN_PRRT_SSNGS_76.2020_PRRT_vpipe_genome",742169,460665,460665,259735,35,213208,28.73,32915,4.43,0,0,36023,100,100,100,259440,34.95,213088,28.7,32728,4.41,0,0,35991,100,100,100,"vpipe_genome",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,259233,0,0,661595,502,0.973346,0.953704,0.996132,0.949597,0.974456,29471.43,5259.58," 2;34;18",1261788,21155736," 375%"
"V284","SSNGS_HUN_PRRT","SSNGS_79.2021_PRRT",1013,NA,"shiver_genome",1,1,0,0,0,0,1013,1013,0,0,0,0,1,1013,1013,1013,37.31,37.38,1013,1013,1013,1013,1013,1013,1,1,1,1,440956,244425,244425,21.56,21.56,17.45,17.44,13388,13388,100,100,0,0,0,0,0,0,0,0,"0 + 0 part",0,100,1.007,0,0,0,1013,1013,"1013","1013","1013","1013",1013,1013,"1","1","1","1","SSNGS_HUN_PRRT_SSNGS_79.2021_PRRT_shiver_genome",440956,244425,244425,95079,21.56,76926,17.45,12239,2.78,0,0,13388,100,100,100,95064,21.56,76914,17.44,12234,2.77,0,0,13388,100,100,100,"shiver_genome",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95057,0,0,393771,22,0.997038,0.998273,0.996552,0.997691,0.997412,1828.39,32.76," 29;50.24",1663104,9289240," 103%"
"V2.184","SSNGS_HUN_PRRT","SSNGS_79.2021_PRRT",1013,NA,"smaltalign_genome",1,1,0,0,0,0,1013,1013,0,0,0,0,1,1013,1013,1013,37.31,37.38,1013,1013,1013,1013,1013,1013,1,1,1,1,440956,244425,244425,21.56,21.56,17.44,17.44,13388,13388,100,100,0,0,0,0,0,0,0,0,"0 + 0 part",0,100,1.007,0,0,0,1013,1013,"1013","1013","1013","1013",1013,1013,"1","1","1","1","SSNGS_HUN_PRRT_SSNGS_79.2021_PRRT_smaltalign_genome",440956,244425,244425,95079,21.56,76924,17.44,12237,2.78,0,0,13388,100,100,100,95064,21.56,76914,17.44,12234,2.77,0,0,13388,100,100,100,"smaltalign_genome",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95058,0,0,393771,21,0.998026,0.998276,0.998276,0.997691,0.998276,942.87,7.49," 5;59.08",1425636,1402192," 264%"
"V2.284","SSNGS_HUN_PRRT","SSNGS_79.2021_PRRT",1013,NA,"viralngs_genome",1,1,0,0,0,0,1013,1013,0,0,0,0,1,1013,1013,1013,37.31,37.38,1013,1013,1013,1013,1013,1013,1,1,1,1,440960,244425,244425,21.56,21.56,17.45,17.44,13388,13388,100,100,0,0,0,0,0,0,0,0,"0 + 0 part",0,100,1.007,0,0,0,1013,1013,"1013","1013","1013","1013",1013,1013,"1","1","1","1","SSNGS_HUN_PRRT_SSNGS_79.2021_PRRT_viralngs_genome",440960,244425,244425,95079,21.56,76926,17.45,12235,2.77,0,0,13388,100,100,100,95064,21.56,76914,17.44,12234,2.77,0,0,13388,100,100,100,"viralngs_genome",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95059,0,0,393771,20,0.997038,0.998273,0.996552,0.997691,0.997412,734.03,23.6," 4;42.26",964216,5516824," 268%"
"V2.384","SSNGS_HUN_PRRT","SSNGS_79.2021_PRRT",1013,NA,"vpipe_genome",1,1,0,0,0,0,1013,1013,0,0,0,0,1,1013,1013,1013,37.31,37.38,1013,1013,1013,1013,1013,1013,1,1,1,1,440954,244425,244425,21.56,21.56,17.44,17.44,13388,13388,100,100,0,0,0,0,0,0,0,0,"0 + 0 part",0,100,1.007,0,0,0,1013,1013,"1013","1013","1013","1013",1013,1013,"1","1","1","1","SSNGS_HUN_PRRT_SSNGS_79.2021_PRRT_vpipe_genome",440954,244425,244425,95079,21.56,76922,17.44,12241,2.78,0,0,13388,100,100,100,95064,21.56,76914,17.44,12234,2.77,0,0,13388,100,100,100,"vpipe_genome",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95059,0,0,393771,20,0.998026,0.998276,0.998276,0.997691,0.998276,29402.44,6662.05," 2;39;24",1181436,18366272," 377%"
"V285","SSNGS_HUN_PRRT","SSNGS_8.2022_PRRT",1013,NA,"shiver_genome",1,1,0,0,0,0,1013,1013,0,0,0,0,1,1013,1013,1013,36.53,36.46,1013,1013,1013,1013,1013,1013,1,1,1,1,524914,303472,303472,27.68,27.68,20.24,20.24,18480,18481,100,100,0,0,0,0,0,0,0,0,"0 + 0 part",0,100,1.001,0,0,0,1013,1013,"1013","1013","1013","1013",1013,1013,"1","1","1","1","SSNGS_HUN_PRRT_SSNGS_8.2022_PRRT_shiver_genome",524914,303472,303472,145275,27.68,106234,20.24,8657,1.65,0,0,18480,100,100,100,145282,27.68,106242,20.24,8654,1.65,0,0,18481,100,100,100,"shiver_genome",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145270,0,0,461669,5,0.996051,0.992687,1,0.991489,0.99633,1892.97,28.81," 30;18.39",1525712,8697536," 105%"
